           time              X              V              a           Jerk
       2.837000     135.883325     100.000000       0.000000       0.000000       1.000000
       2.838000     135.983325     100.000000       0.000000       0.000000       1.000000
       2.839000     136.083325     100.000000       0.000000       0.000000       1.000000
       2.840000     136.183325     100.000000       0.000000       0.000000       1.000000
       2.841000     136.283325     100.000000       0.000000       0.000000       1.000000
       2.842000     136.383325     100.000000       0.000000       0.000000       1.000000
       2.843000     136.483325     100.000000       0.000000       0.000000       1.000000
       2.844000     136.583325     100.000000       0.000000       0.000000       1.000000
       2.845000     136.683325     100.000000       0.000000       0.000000       1.000000
       2.846000     136.783325     100.000000       0.000000       0.000000       1.000000
       2.847000     136.883325     100.000000       0.000000       0.000000       1.000000
       2.848000     136.983325     100.000000       0.000000       0.000000       1.000000
       2.849000     137.083325     100.000000       0.000000       0.000000       1.000000
       2.850000     137.183325     100.000000       0.000000       0.000000       1.000000
       2.851000     137.283325     100.000000       0.000000       0.000000       1.000000
       2.852000     137.383325     100.000000       0.000000       0.000000       1.000000
       2.853000     137.483325     100.000000       0.000000       0.000000       1.000000
       2.854000     137.583325     100.000000       0.000000       0.000000       1.000000
       2.855000     137.683325     100.000000       0.000000       0.000000       1.000000
       2.856000     137.783325     100.000000       0.000000       0.000000       1.000000
       2.857000     137.883325     100.000000       0.000000       0.000000       1.000000
       2.858000     137.983325     100.000000       0.000000       0.000000       1.000000
       2.859000     138.083325     100.000000       0.000000       0.000000       1.000000
       2.860000     138.183325     100.000000       0.000000       0.000000       1.000000
